sample_id,image_path,original_filename,batch,note,ocr_initial,corrected_text,status,labels,annotator_name,reviewer_note
73,73.jpg,73.jpg,一期,一期,"又作歃所洽反又所甲反】何言乎相命【据盟亦相命不道也】近正也【以不言盟也○近正附近之近
下及注同】此其爲近正奈何古者不盟結言而退【善其近正似於
古而不相背故書以撥爾也○音佩】○六月公會紀侯于盛【○盛音成】○秋七
月壬辰朔日有食之既既者何盡也【光明滅盡也是後楚滅鄧穀上僭稱
王故尤甚也楚滅鄧穀不書者後治夷狄】○公子翬如齊逆女○九月齊侯送
姜氏于讙何以書譏何譏爾諸侯越竟送女非禮
也【以言姜氏也禮送女父母不下堂姑姊妹不出門○讙呼官反】此入國矣何以不稱夫人
【据讙魯地】自我言齊【怨己以及人也】父母之於子雖爲鄰國夫人
猶曰吾姜氏【所以崇父子之親從父母辭不言孟姜言姜氏者從魯辭起魯地】○公會齊侯
于讙夫人姜氏至自齊翬何以不致【据遂以夫人婦姜至自齊致】得
見乎公矣【本所以致夫人者公不親迎有危也翬當并致者翬親地重在翬也上會讙時夫人以得見公得禮失禮在公","又作歃所洽反又所甲反】何言乎相命【据盟亦相命不道也】近正也【以不言盟也○近正附近之近
下及注同】此其爲近正奈何古者不盟結言而退【善其近正似於
古而不相背故書以撥爾也○音佩】○六月公會紀侯于盛【○盛音成】○秋七
月壬辰朔日有食之既既者何盡也【光明滅盡也是後楚滅鄧穀上僭稱
王故尤甚也楚滅鄧穀不書者後治夷狄】○公子翬如齊逆女○九月齊侯送
姜氏于讙何以書譏何譏爾諸侯越竟送女非禮
也【以言姜氏也禮送女父母不下堂姑姊妹不出門○讙呼官反】此入國矣何以不稱夫人
【据讙魯地】自我言齊【怨己以及人也】父母之於子雖爲鄰國夫人
猶曰吾姜氏【所以崇父子之親從父母辭不言孟姜言姜氏者從魯辭起魯地】○公會齊侯
于讙夫人姜氏至自齊翬何以不致【据遂以夫人婦姜至自齊致】得
見乎公矣【本所以致夫人者公不親迎有危也翬當并致者翬親地重在翬也上會讙時夫人以得見公得禮失禮在公",待标注,"{""行款"":""半页10行，行37字""}",,
74,74.jpg,74.jpg,一期,一期,"公衞侯燕人戰齊師宋師衛師燕師敗績曷爲
後日【据鞌之戰先書日○鞌音安】恃外也其恃外奈何得紀侯鄭
伯然後能爲日也【得紀侯鄭伯之助然後乃能結戰日以勝君子不掩人之功不蔽人之善故後日以明之
○勝詩證反蔽必婢反】內不言戰此其言戰何【据公敗宋師于菅菅音古顔反】從外
也【從外諸侯相與戰例】曷爲從外【据戰于宋不從外言敗績】恃外故從外也【明當
歸功於紀鄭故從紀鄭言戰】何以不地【焉有下向】近也惡乎近近乎圍郎
亦近矣郎何以地郎猶可以地也【郎雖近猶尚可言其處今親戰龍門兵攻城池尤危故恥之績功也非義不戰故以功言之不言功者取其積聚師衆有華畢上下次第行伍必出萬死而不奔此故以自敗爲文明當
坐也燕戰稱人敗績稱師者重敗也戰少而敗多言及者明見我者爲主故得汲汲敗勝之文○處昌慮反行戶郎反】○三月
葬衛宣公【背殯用兵而月不危之者衛弱於齊宋不從亦有危故量力不責也○背殯音佩後背殯皆放此】○夏
大水【爲龍門之戰死傷者衆民悲哀之所致○爲于偽反】秋七月○冬十月","公衞侯燕人戰齊師宋師衛師燕師敗績曷爲
後日【据鞌之戰先書日○鞌音安】恃外也其恃外奈何得紀侯鄭
伯然後能爲日也【得紀侯鄭伯之助然後乃能結戰日以勝君子不掩人之功不蔽人之善故後日以明之
○勝詩證反蔽必婢反】內不言戰此其言戰何【据公敗宋師于菅菅音古顔反】從外
也【從外諸侯相與戰例】曷爲從外【据戰于宋不從外言敗績】恃外故從外也【明當
歸功於紀鄭故從紀鄭言戰】何以不地【焉有下向】近也惡乎近近乎圍郎
亦近矣郎何以地郎猶可以地也【郎雖近猶尚可言其處今親戰龍門兵攻城池尤危故恥之績功也非義不戰故以功言之不言功者取其積聚師衆有華畢上下次第行伍必出萬死而不奔此故以自敗爲文明當
坐也燕戰稱人敗績稱師者重敗也戰少而敗多言及者明見我者爲主故得汲汲敗勝之文○處昌慮反行戶郎反】○三月
葬衛宣公【背殯用兵而月不危之者衛弱於齊宋不從亦有危故量力不責也○背殯音佩後背殯皆放此】○夏
大水【爲龍門之戰死傷者衆民悲哀之所致○爲于偽反】秋七月○冬十月",待标注,"{""行款"":""半页1行，行84字""}",,
75,75.jpg,75.jpg,一期,一期,"後山居士集敘
孔子曰有德者必有言有言者不必有
德言之錯綜而奧美者爲文文之鍛鍊
而幼眇者爲詩儒者以學成德以德輔
言末之茂者夲必深委之廣者源必逺
盍即古之名丗之士而觀之哉棘子成
曰君子質而已矣何以文爲雖有見於
一偏於吾孔子之意末大相逺也子貢
以言語列於四科其病之也則宜不曰","後山居士集敘
孔子曰有德者必有言有言者不必有
德言之錯綜而奧美者爲文文之鍛鍊
而幼眇者爲詩儒者以學成德以德輔
言末之茂者夲必深委之廣者源必逺
盍即古之名丗之士而觀之哉棘子成
曰君子質而已矣何以文爲雖有見於
一偏於吾孔子之意末大相逺也子貢
以言語列於四科其病之也則宜不曰",待标注,"{""行款"":""半页4行，行15字""}",,
76,76.jpg,76.jpg,一期,一期,"皮之不存虎豹之文安附哉余猶意其
古之遺言也歟抑亦有爲而言之也歟
彭城後山居士陳無已師道苦節厲志
自其少時蚤以文謁南豐曾舎人曽一
見竒之許其必以文著時人未之知也
元祐中侍從合薦于朝起爲徐州教授
除太學愽士言者謂當官嘗私至宋謁
眉山蘇公改教授潁州紹聖初以進非
科第而罷退居彭城者累年復教授棣
州入祕書省爲正字以卒實建中靖國
元年也未仕貧無以養寄其孥婦氏當
權者或召見之顧非其好不往此豈易
衣食者哉在潁賦六一堂詩有向來一
瓣香敬爲曽南豐之句而太守則蘇公
也其罷而歸彭城家益窮空至累日不
炊妻子慍見而不恤諸經皆有訓傳於
詩禮尤邃爲文至多少不中意則焚之
存者財十一也丗徒喜誦其詩文乃若","皮之不存虎豹之文安附哉余猶意其
古之遺言也歟抑亦有爲而言之也歟
彭城後山居士陳無已師道苦節厲志
自其少時蚤以文謁南豐曾舎人曽一
見竒之許其必以文著時人未之知也
元祐中侍從合薦于朝起爲徐州教授
除太學愽士言者謂當官嘗私至宋謁
眉山蘇公改教授潁州紹聖初以進非
科第而罷退居彭城者累年復教授棣
州入祕書省爲正字以卒實建中靖國
元年也未仕貧無以養寄其孥婦氏當
權者或召見之顧非其好不往此豈易
衣食者哉在潁賦六一堂詩有向來一
瓣香敬爲曽南豐之句而太守則蘇公
也其罷而歸彭城家益窮空至累日不
炊妻子慍見而不恤諸經皆有訓傳於
詩禮尤邃爲文至多少不中意則焚之
存者財十一也丗徒喜誦其詩文乃若",待标注,"{""行款"":""半页9行，行15字""}",,
77,77.jpg,77.jpg,一期,一期,"惠妾無其終一死尚可忍百歳何當窮
天地豈不寛妾身自不容死者如有知
殺身以相從向來歌舞處夜兩鳴寒蛩
南豐先生挽詞二首
早棄人間事真從地下游丘原無起日
江漢有東流身丗從違裏功名取次休
不應湏禮樂始作後程仇
精爽回長夜衣冠出廣庭勲庸留琬琰
形像付丹青道喪餘篇翰人亡更典刑
俟芭才一足白首太玄經
送外舅郭大夫西川提點刑獄
丈人東南來復作西南去連年萬里別
更覺貧賤苦王事有期程親年當喜懼
畏與妻子別已復迫曛莫何者最可憐
兒生未知父盜賊非人情蠻夷正狼顧
功名何用多莫作分外慮萬里早歸來
九折慎馳騖嫁女不離家生男已當戶
曲逆老不俟知人公豈悞","惠妾無其終一死尚可忍百歳何當窮
天地豈不寛妾身自不容死者如有知
殺身以相從向來歌舞處夜兩鳴寒蛩
南豐先生挽詞二首
早棄人間事真從地下游丘原無起日
江漢有東流身丗從違裏功名取次休
不應湏禮樂始作後程仇
精爽回長夜衣冠出廣庭勲庸留琬琰
形像付丹青道喪餘篇翰人亡更典刑
俟芭才一足白首太玄經
送外舅郭大夫西川提點刑獄
丈人東南來復作西南去連年萬里別
更覺貧賤苦王事有期程親年當喜懼
畏與妻子別已復迫曛莫何者最可憐
兒生未知父盜賊非人情蠻夷正狼顧
功名何用多莫作分外慮萬里早歸來
九折慎馳騖嫁女不離家生男已當戶
曲逆老不俟知人公豈悞",待标注,"{""行款"":""半页8行，行15字""}",,
78,78.jpg,78.jpg,一期,一期,"麀麌顧其子燕雀各有隨與子爲夫婦
五年三別離兒女豈不懐母老姝巳笄
父子各從母可喜亦可悲關河萬里道
子去何當歸三嵗不可道白首以爲期
百畒未爲多數口可無飢吞聲不敢盡
欲怨當歸誰
別三子
夫婦死同穴父子貧賤離天下寧有此
昔聞今見之毋前三子後熟視不得追
嗟乎胡不仁使我至於斯有女初束髮
已知生離悲枕我不肯起畏我從此辤
大兒學語言拜揖未勝衣喚耶我欲去
此語那可思小兒襁褓間抱負有母慈
汝哭猶在耳我懐人得知
寄外舅郭大夫二首
巴蜀通歸使妻孥且舊居深知報消息
不忍問何如身健何妨逺情親未肯踈","麀麌顧其子燕雀各有隨與子爲夫婦
五年三別離兒女豈不懐母老姝巳笄
父子各從母可喜亦可悲關河萬里道
子去何當歸三嵗不可道白首以爲期
百畒未爲多數口可無飢吞聲不敢盡
欲怨當歸誰
別三子
夫婦死同穴父子貧賤離天下寧有此
昔聞今見之毋前三子後熟視不得追
嗟乎胡不仁使我至於斯有女初束髮
已知生離悲枕我不肯起畏我從此辤
大兒學語言拜揖未勝衣喚耶我欲去
此語那可思小兒襁褓間抱負有母慈
汝哭猶在耳我懐人得知
寄外舅郭大夫二首
巴蜀通歸使妻孥且舊居深知報消息
不忍問何如身健何妨逺情親未肯踈",待标注,"{""行款"":""半页7行，行15字""}",,
79,79.jpg,79.jpg,一期,一期,"功名欺老病淚盡數行書
丈人魯諸生明刑如臯陶幸寛右顧憂
未惜一身遙西南萬里行可以斷繩橋
慎勿用惠文神母仁如堯
城南寓居二首
游子莫何歸韋杜城南村秋水深可測
挽衣踏行雲道暗失歸處棲鳥故不喧
牛羊閉籬落稚子猶在門
潭潭光明殿稽首西方僊平生修何行
步有黃金蓮我豈昔好徑報以履下穿
洗足坐道場卒卒此何縁
江湖堂
莫愛西湖好㳙㳙去不廻無情是江水
猶解及時來
憶少子
端也早豐下歳晚未可量我老不自食
安得如我長呱呱棄不子退省未始忘
吾母亦念我與爾寧相望","功名欺老病淚盡數行書
丈人魯諸生明刑如臯陶幸寛右顧憂
未惜一身遙西南萬里行可以斷繩橋
慎勿用惠文神母仁如堯
城南寓居二首
游子莫何歸韋杜城南村秋水深可測
挽衣踏行雲道暗失歸處棲鳥故不喧
牛羊閉籬落稚子猶在門
潭潭光明殿稽首西方僊平生修何行
步有黃金蓮我豈昔好徑報以履下穿
洗足坐道場卒卒此何縁
江湖堂
莫愛西湖好㳙㳙去不廻無情是江水
猶解及時來
憶少子
端也早豐下歳晚未可量我老不自食
安得如我長呱呱棄不子退省未始忘
吾母亦念我與爾寧相望",待标注,"{""行款"":""半页7行，行15字""}",,
80,80.jpg,80.jpg,一期,一期,"劉文房文集卷第五
雜著
　　送元判官　　崔中丞宅海紅
　　使還自菱陂驛　送齊郎中典括州
　　過隱空和尚故居
　　 詶屈突陜　　　過蕭尚書見李花
　　 詶李侍御發岳陽見寄
　　送徐郎中歸朝
　　奉使鄂渚至烏江道中作
　　贈元容州　　　送徐大夫之廣州
　　杜別駕彈胡琴　新息道中作
　　王處士別業　　題黃主簿高齋","劉文房文集卷第五
雜著
　　送元判官　　崔中丞宅海紅
　　使還自菱陂驛　送齊郎中典括州
　　過隱空和尚故居
　　 詶屈突陜　　　過蕭尚書見李花
　　 詶李侍御發岳陽見寄
　　送徐郎中歸朝
　　奉使鄂渚至烏江道中作
　　贈元容州　　　送徐大夫之廣州
　　杜別駕彈胡琴　新息道中作
　　王處士別業　　題黃主簿高齋",待标注,"{""行款"":""半页10行，行11字""}",,
81,81.jpg,81.jpg,一期,一期,"奉草長河曲離心共渺然方收漢官俸獨向汶陽田鳥
雀空城在榛蕪舊路遷山東征戰苦幾處有人煙
夏中崔中丞宅見海紅揺落後一花獨
開
何事一花殘閑庭百草闌緑滋經雨發紅艶蘭林看竟
日餘香在過時獨秀難共憐芳意晚秋露未湏溥
清川已再渡疲馬共西還何事行人倦終年流水閑孤
煙出廣澤一鳥響空山愁入雲峯裏蒼蒼閉古關
送齊郎中典括州
星象移河處旌麾獨向東勸耕滄海畔聽訟白雲中樹
色雙溪合猿聲萬里同石門康樂住幾里枉帆通
過隱空和尚故居
自從飛錫去人到沃州稀林下期何在山中春獨歸踏
花尋舊徑映竹掩空扉寥落東峯上猶堪靜者依
詶屈突陜
落葉紛紛滿四隣蕭條環堵絶風塵鄉看秋草歸無路
家對寒山病且貧藜杖懶迎連騎客菊花能醉去官人
憐君計畫誰知者但見蓬蒿空投身
過蕭尚書故居見李花感而成詠
手植巳芳菲心傷故徑微徃年啼鳥至今日主人非滿
地誰堪掃隨風豈復歸空憐舊隂在門客共沾衣
詶李侍御發岳陽見寄","奉草長河曲離心共渺然方收漢官俸獨向汶陽田鳥
雀空城在榛蕪舊路遷山東征戰苦幾處有人煙
夏中崔中丞宅見海紅揺落後一花獨
開
何事一花殘閑庭百草闌緑滋經雨發紅艶蘭林看竟
日餘香在過時獨秀難共憐芳意晚秋露未湏溥
清川已再渡疲馬共西還何事行人倦終年流水閑孤
煙出廣澤一鳥響空山愁入雲峯裏蒼蒼閉古關
送齊郎中典括州
星象移河處旌麾獨向東勸耕滄海畔聽訟白雲中樹
色雙溪合猿聲萬里同石門康樂住幾里枉帆通
過隱空和尚故居
自從飛錫去人到沃州稀林下期何在山中春獨歸踏
花尋舊徑映竹掩空扉寥落東峯上猶堪靜者依
詶屈突陜
落葉紛紛滿四隣蕭條環堵絶風塵鄉看秋草歸無路
家對寒山病且貧藜杖懶迎連騎客菊花能醉去官人
憐君計畫誰知者但見蓬蒿空投身
過蕭尚書故居見李花感而成詠
手植巳芳菲心傷故徑微徃年啼鳥至今日主人非滿
地誰堪掃隨風豈復歸空憐舊隂在門客共沾衣
詶李侍御發岳陽見寄",待标注,"{""行款"":""半页8行，行21字""}",,
82,82.jpg,82.jpg,一期,一期,"深山誰向石橋逢定攀巖上叢生桂欲買雲中若箇峯
憶想東林禪誦處寂寥惟聽舊時鍾
夏口至鸚鵡洲夕望岳陽寄中丞
汀洲無浪復無煙楚客相思亦渺然漠口夕陽斜渡鳥
洞庭秋水逺連天孤城背嶺寒吹角獨步臨江有泊船舩賈
誼上書憂漢室長沙謫去古今憐
送南特進歸行營
聞道軍書至楊鞭不問家虜雲連白草漢月到黃沙行
馬何源飲燒羗隴坻遮翩翩新結束去逐李輕車
湘中紀行十首
雲外嶺【一作雲秋】
山色無定姿如煙復如黛孤峯夕陽後翠積秋天外雲
起遙蔽虧江回頻向背不如今遠近到處猶相對
湘妃廟
荒祠古木暗寂寂此江濆未作湖江雨知焉何處雲苔
痕斷珠履草色帶羅裙莫唱迎仙曲空山不可聞
花石潭
江楓日揺落轉愛寒潭靜水色淡如空山光復相映人
閑流更慢魚戱波難定楚客徃來多偏知鷗鳥性
石圍峯
前山帶秋色獨徃秋江晚疊嶂入雲多孤峯去人逺寅
縁不可到蒼翠空在眼渡口問漁家桃源路深淺
浮石瀨
秋月【一作色】照瀟湘月明聞盪槳石橫晚瀬急水落寒","深山誰向石橋逢定攀巖上叢生桂欲買雲中若箇峯
憶想東林禪誦處寂寥惟聽舊時鍾
夏口至鸚鵡洲夕望岳陽寄中丞
汀洲無浪復無煙楚客相思亦渺然漠口夕陽斜渡鳥
洞庭秋水逺連天孤城背嶺寒吹角獨步臨江有泊船舩賈
誼上書憂漢室長沙謫去古今憐
送南特進歸行營
聞道軍書至楊鞭不問家虜雲連白草漢月到黃沙行
馬何源飲燒羗隴坻遮翩翩新結束去逐李輕車
湘中紀行十首
雲外嶺【一作雲秋】
山色無定姿如煙復如黛孤峯夕陽後翠積秋天外雲
起遙蔽虧江回頻向背不如今遠近到處猶相對
湘妃廟
荒祠古木暗寂寂此江濆未作湖江雨知焉何處雲苔
痕斷珠履草色帶羅裙莫唱迎仙曲空山不可聞
花石潭
江楓日揺落轉愛寒潭靜水色淡如空山光復相映人
閑流更慢魚戱波難定楚客徃來多偏知鷗鳥性
石圍峯
前山帶秋色獨徃秋江晚疊嶂入雲多孤峯去人逺寅
縁不可到蒼翠空在眼渡口問漁家桃源路深淺
浮石瀨
秋月【一作色】照瀟湘月明聞盪槳石橫晚瀬急水落寒",待标注,"{""行款"":""半页8行，行21字""}",,
83,83.jpg,83.jpg,一期,一期,"少廣衆嶺猿嘯重空江人語響清暉朝後暮如待扁#
賞
班竹巖
蒼梧在何處班竹自成林㸃㸃留殘淚枝枝寄此心寒
山響易滿秋水影偏深欲覔樵人路蒙籠不可尋
洞山陽【浮丘公舊隠之處】
舊日仙成處荒林客到稀白雲將大去芳草任人歸空
谷無行徑深山多落暉桃源幾家住誰爲掃荆扉
雲母溪
雲母映溪水溪流知幾春深藏武陵客時過洞庭人白
髮慙皎鏡清光媚奫淪寥寥古松下嵗晚掛頭巾
橫龍渡
空傳古岸下曾見蛟龍去秋水晚沉沉獨疑在何處亂
聲沙上石倒影雲中樹獨見一扁舟樵人往來渡
赤沙湖
茫茫葭菼外一望一沾衣秋水連天闊涔陽何處歸沙
鷗積暮雪川日動寒輝楚客來相問孤舟泊釣磯
送道摽上人歸南岳
悠然倚孤棹卻憶臥中林江草將歸逺湘山獨徃深白
雲留不住渌水去無心衡嶽千峯亂禪房何處尋
送梁侍御巡永州
蕭條江雨暗客散野庭空憂國天涯去思鄉嵗暮同到
時猿未斷田處水應窮莫挈零陵路千峯萬木中
嵗夜喜魏萬成郭廈雪中相尋","少廣衆嶺猿嘯重空江人語響清暉朝後暮如待扁#
賞
班竹巖
蒼梧在何處班竹自成林㸃㸃留殘淚枝枝寄此心寒
山響易滿秋水影偏深欲覔樵人路蒙籠不可尋
洞山陽【浮丘公舊隠之處】
舊日仙成處荒林客到稀白雲將大去芳草任人歸空
谷無行徑深山多落暉桃源幾家住誰爲掃荆扉
雲母溪
雲母映溪水溪流知幾春深藏武陵客時過洞庭人白
髮慙皎鏡清光媚奫淪寥寥古松下嵗晚掛頭巾
橫龍渡
空傳古岸下曾見蛟龍去秋水晚沉沉獨疑在何處亂
聲沙上石倒影雲中樹獨見一扁舟樵人往來渡
赤沙湖
茫茫葭菼外一望一沾衣秋水連天闊涔陽何處歸沙
鷗積暮雪川日動寒輝楚客來相問孤舟泊釣磯
送道摽上人歸南岳
悠然倚孤棹卻憶臥中林江草將歸逺湘山獨徃深白
雲留不住渌水去無心衡嶽千峯亂禪房何處尋
送梁侍御巡永州
蕭條江雨暗客散野庭空憂國天涯去思鄉嵗暮同到
時猿未斷田處水應窮莫挈零陵路千峯萬木中
嵗夜喜魏萬成郭廈雪中相尋",待标注,"{""行款"":""半页8行，行21字""}",,
84,84.jpg,84.jpg,一期,一期,"新年欲變栁舊客共沾衣旅夜猶難盡鄉春又獨歸寒
燈映虛牖暮雪掩閑扉且莫乗舡去平生相訪稀
送蔡侍御赴上都
遲遲立駟馬乆客戀瀟湘明日誰同路新年獨別鄉孤
煙向驛逺積雪去關長秦地看春色南枝不可志
暗日陪辛大夫宴南亭
日晦逢休瀚年光逐宴移早鶯留客醉春日爲人遲萱
草全無葉梅花遍壓枝政閑風景好莫比峴山時
長沙贈南嶽祝融般若禪師
般若公般若公貞鋒何時下祝融歸客卻看飛鳥外禪
房空掩白雲中桂花寥寥開自落流水無心西復東
送獨孤判官赴嶺#
伏波初樹羽待尒靜川鱗海檄看飛鳥天涯問逺人蒼
梧雲裏夕青嶂海中春遥想文身國迎舟拜使君
長沙館中與郭夏對雨
長沙積雨晦深巷絶人幽潤上春衣冷聲連暮角愁雲
橫余楚地樹暗古湖州杳靄江天夕空堂生百憂
陪辛大夫西亭宴觀妓
歌舞連遲日旌旗映早春鶯窺隴西將花對洛陽人醉
罷知何事恩深忘此身任他行雨去歸路裛輕塵
題魏萬成江亭【時為辛大夫所辟】
蕭條方歳晏牢落一空舟才出時人右家貧湘水頭蒼
山隱暮雪白鳥没寒流不是蓮花府冥冥安可求
春過裴虬郊園【時裴不在田以寄之】","新年欲變栁舊客共沾衣旅夜猶難盡鄉春又獨歸寒
燈映虛牖暮雪掩閑扉且莫乗舡去平生相訪稀
送蔡侍御赴上都
遲遲立駟馬乆客戀瀟湘明日誰同路新年獨別鄉孤
煙向驛逺積雪去關長秦地看春色南枝不可志
暗日陪辛大夫宴南亭
日晦逢休瀚年光逐宴移早鶯留客醉春日爲人遲萱
草全無葉梅花遍壓枝政閑風景好莫比峴山時
長沙贈南嶽祝融般若禪師
般若公般若公貞鋒何時下祝融歸客卻看飛鳥外禪
房空掩白雲中桂花寥寥開自落流水無心西復東
送獨孤判官赴嶺#
伏波初樹羽待尒靜川鱗海檄看飛鳥天涯問逺人蒼
梧雲裏夕青嶂海中春遥想文身國迎舟拜使君
長沙館中與郭夏對雨
長沙積雨晦深巷絶人幽潤上春衣冷聲連暮角愁雲
橫余楚地樹暗古湖州杳靄江天夕空堂生百憂
陪辛大夫西亭宴觀妓
歌舞連遲日旌旗映早春鶯窺隴西將花對洛陽人醉
罷知何事恩深忘此身任他行雨去歸路裛輕塵
題魏萬成江亭【時為辛大夫所辟】
蕭條方歳晏牢落一空舟才出時人右家貧湘水頭蒼
山隱暮雪白鳥没寒流不是蓮花府冥冥安可求
春過裴虬郊園【時裴不在田以寄之】",待标注,"{""行款"":""半页9行，行21字""}",,
85,85.jpg,85.jpg,一期,一期,"孟東野文集目録
孟郊字東野
第一卷
樂府上
列女操灞上輕薄行
長安羇旅行長安道
送逺吟古薄命妾
古離別古樂府雜怨二首
靜女吟歸信吟
山老吟游子吟
猛將吟傷哉吟","孟東野文集目録
孟郊字東野
第一卷
樂府上
列女操灞上輕薄行
長安羇旅行長安道
送逺吟古薄命妾
古離別古樂府雜怨二首
靜女吟歸信吟
山老吟游子吟
猛將吟傷哉吟",待标注,"{""行款"":""半页4行，行6字""}",,
86,86.jpg,86.jpg,一期,一期,"種木須擇地惡士變木根結交若夫人中道生謗言君
子芳桂性春榮冬更繁【一作春濃寒更繁】小人槿花心朝在夕
不存莫躡冬冰堅中有潛浪飜唯當金石交可與賢達論
怨別
一別一迴孝志士白髮早在富易爲客居貧難自好況
憂損性靈服藥亦枯槁秋風遊子衣落日行逺道君問
去何之【一作去住蹤】賤身難【一作寧】自保
百憂
萱草女兒花不解壯士憂壯士心是劒爲君射斗牛朝
思除國讎【一作讎】暮思除國讎計盡山何盡意窮草木籌
智士日千慮愚夫唯四愁何必在波濤然後驚【一作生】沉
浮伯倫心不醉四皓迹難留出處各有時衆議徒啾啾
路病
病客無主人艱哉求卧難飛光赤道路內火焦肺肝欲
飲井泉竭欲醫囊用單稚頽能幾日壯志忽已殘人子
不言苦歸書但云【一作言】安愁環在我腸宛轉終無端
衰松
近世交道衰青松落頽色人心忌孤直木性隨改易既
催栖日幹未展擎天力終是君子材還思君子識
遣興
絃身五條音【一作五音調】松直百尺心貞絃含古風直松凌
高岑浮聲與狂葩胡爲欲相侵
退居【一作退老】
退身何所食敗力不能閑種稻耕白水負薪斫青山眾","種木須擇地惡士變木根結交若夫人中道生謗言君
子芳桂性春榮冬更繁【一作春濃寒更繁】小人槿花心朝在夕
不存莫躡冬冰堅中有潛浪飜唯當金石交可與賢達論
怨別
一別一迴孝志士白髮早在富易爲客居貧難自好況
憂損性靈服藥亦枯槁秋風遊子衣落日行逺道君問
去何之【一作去住蹤】賤身難【一作寧】自保
百憂
萱草女兒花不解壯士憂壯士心是劒爲君射斗牛朝
思除國讎【一作讎】暮思除國讎計盡山何盡意窮草木籌
智士日千慮愚夫唯四愁何必在波濤然後驚【一作生】沉
浮伯倫心不醉四皓迹難留出處各有時衆議徒啾啾
路病
病客無主人艱哉求卧難飛光赤道路內火焦肺肝欲
飲井泉竭欲醫囊用單稚頽能幾日壯志忽已殘人子
不言苦歸書但云【一作言】安愁環在我腸宛轉終無端
衰松
近世交道衰青松落頽色人心忌孤直木性隨改易既
催栖日幹未展擎天力終是君子材還思君子識
遣興
絃身五條音【一作五音調】松直百尺心貞絃含古風直松凌
高岑浮聲與狂葩胡爲欲相侵
退居【一作退老】
退身何所食敗力不能閑種稻耕白水負薪斫青山眾",待标注,"{""行款"":""半页8行，行21字""}",,
87,87.jpg,87.jpg,一期,一期,"聽喜巴唱獨醒愁楚顔日暮靜歸時幽幽扣松關
臥病
貧病誠可羞故床無新裘【一作貧病對客羞數整藍縷喪】春色燒肌膚
時飱苦咽喉倦寢意蒙昧強言聲幽柔承顔自俛仰有
淚不敢流黙黙寸心中朝愁續暮愁
隠士
本末一相返漂浮不還真山野多餒士市井無飢人虎
豹忌當道麋鹿知蔵身奈何貧競昔日與慙害親顔貌
嵗嵗改利心朝朝新敦知富生禍取富不取貧寳玉忌
出璞出璞先爲塵松栢忌出山出山先爲薪君子隠石
壁道書爲我鄰寢興思其義澹泊味始珍陶公自放歸
尚平去有依草木擇地生禽鳥順性飛青青與冥冥所
保各不違
獨愁【一作獨怨】
前日遠別離昨日生白髮欲知萬里情曉臥半牀月常
恐百蟲鳴使我芳草歇
春日有感
雨滴草芽出一日長一日風吹栁線垂一枝連一枝獨
有愁人顔經春如等閑且持酒滿盃狂歌狂笑來
將見故人
佳人季夏中及此百餘日無日不相思明鏡改形質寜
知仲冬時忽有相逢期振衣起躑躅赬鯉躍天池
傷時【七言】
常聞貧賤士之常草木富者莫相突男兒得路即榮名","聽喜巴唱獨醒愁楚顔日暮靜歸時幽幽扣松關
臥病
貧病誠可羞故床無新裘【一作貧病對客羞數整藍縷喪】春色燒肌膚
時飱苦咽喉倦寢意蒙昧強言聲幽柔承顔自俛仰有
淚不敢流黙黙寸心中朝愁續暮愁
隠士
本末一相返漂浮不還真山野多餒士市井無飢人虎
豹忌當道麋鹿知蔵身奈何貧競昔日與慙害親顔貌
嵗嵗改利心朝朝新敦知富生禍取富不取貧寳玉忌
出璞出璞先爲塵松栢忌出山出山先爲薪君子隠石
壁道書爲我鄰寢興思其義澹泊味始珍陶公自放歸
尚平去有依草木擇地生禽鳥順性飛青青與冥冥所
保各不違
獨愁【一作獨怨】
前日遠別離昨日生白髮欲知萬里情曉臥半牀月常
恐百蟲鳴使我芳草歇
春日有感
雨滴草芽出一日長一日風吹栁線垂一枝連一枝獨
有愁人顔經春如等閑且持酒滿盃狂歌狂笑來
將見故人
佳人季夏中及此百餘日無日不相思明鏡改形質寜
知仲冬時忽有相逢期振衣起躑躅赬鯉躍天池
傷時【七言】
常聞貧賤士之常草木富者莫相突男兒得路即榮名",待标注,"{""行款"":""半页8行，行21字""}",,
